/usr/lib64/python2.7/site-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
  from ._conv import register_converters as _register_converters
2018-05-03 22:42:43.345630: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-05-03 22:42:44.912384: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1212] Found device 0 with properties: 
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.582
pciBusID: 0000:05:00.0
totalMemory: 10.92GiB freeMemory: 10.76GiB
2018-05-03 22:42:44.912423: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1312] Adding visible gpu devices: 0
2018-05-03 22:42:45.147770: I tensorflow/core/common_runtime/gpu/gpu_device.cc:993] Creating TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11178 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:05:00.0, compute capability: 6.1)
2018-05-03 22:42:45.148886: E tensorflow/stream_executor/cuda/cuda_driver.cc:936] failed to allocate 10.92G (11721113600 bytes) from device: CUDA_ERROR_OUT_OF_MEMORY
finish loading vgg16 model
the step is 000000  mae is 0.291865  sad is 896.609802  mse is 0.339980  mae_t is 0.942919  sad is 26.183924  mse is 1.239487
the step is 001410  mae is 0.035159  sad is 108.007492  mse is 0.009970  mae_t is 0.195045  sad is 2.424024  mse is 0.073185
the step is 001411  mae is 0.046351  sad is 142.391647  mse is 0.014934  mae_t is 0.243314  sad is 6.254387  mse is 0.100659
the step is 001412  mae is 0.039697  sad is 121.949554  mse is 0.011749  mae_t is 0.293662  sad is 3.227347  mse is 0.147104
the step is 001413  mae is 0.054921  sad is 168.717941  mse is 0.020221  mae_t is 0.322395  sad is 7.181029  mse is 0.174730
the step is 001414  mae is 0.041924  sad is 128.791473  mse is 0.014740  mae_t is 0.243881  sad is 0.771887  mse is 0.108607
the step is 001415  mae is 0.042750  sad is 131.327240  mse is 0.013305  mae_t is 0.258939  sad is 5.133980  mse is 0.112475
the step is 001416  mae is 0.039933  sad is 122.674576  mse is 0.011514  mae_t is 0.195820  sad is 4.110262  mse is 0.071523
the step is 001417  mae is 0.045996  sad is 141.299438  mse is 0.015255  mae_t is 0.208705  sad is 3.807409  mse is 0.078016
the step is 001418  mae is 0.041663  sad is 127.988022  mse is 0.011988  mae_t is 0.274878  sad is 5.357380  mse is 0.122710
the step is 001419  mae is 0.039375  sad is 120.960503  mse is 0.012087  mae_t is 0.190972  sad is 3.248629  mse is 0.065709
the step is 001420  mae is 0.041059  sad is 126.132690  mse is 0.012144  mae_t is 0.224229  sad is 6.002604  mse is 0.090492
the step is 001421  mae is 0.042056  sad is 129.195435  mse is 0.013271  mae_t is 0.189879  sad is 1.560806  mse is 0.075081
the step is 001422  mae is 0.052592  sad is 161.562897  mse is 0.020906  mae_t is 0.289953  sad is 2.375004  mse is 0.150737
the step is 001423  mae is 0.038723  sad is 118.956276  mse is 0.012199  mae_t is 0.199217  sad is 0.499637  mse is 0.068121
the step is 001424  mae is 0.041074  sad is 126.180473  mse is 0.013622  mae_t is 0.222977  sad is 2.588540  mse is 0.097216
the step is 001425  mae is 0.040053  sad is 123.042030  mse is 0.012077  mae_t is 0.263457  sad is 5.613749  mse is 0.122917
the step is 001426  mae is 0.036605  sad is 112.450249  mse is 0.010713  mae_t is 0.243093  sad is 1.828062  mse is 0.109404
the step is 001427  mae is 0.040979  sad is 125.886780  mse is 0.013331  mae_t is 0.302394  sad is 4.381394  mse is 0.146110
the step is 001428  mae is 0.044200  sad is 135.782852  mse is 0.013726  mae_t is 0.226210  sad is 7.126513  mse is 0.093878
the step is 001429  mae is 0.040748  sad is 125.177773  mse is 0.011953  mae_t is 0.202997  sad is 1.464624  mse is 0.075448
the step is 001430  mae is 0.039667  sad is 121.857910  mse is 0.010944  mae_t is 0.177078  sad is 0.136352  mse is 0.065924
the step is 001431  mae is 0.044417  sad is 136.449966  mse is 0.013657  mae_t is 0.236539  sad is 3.566069  mse is 0.100765
the step is 001432  mae is 0.044566  sad is 136.906937  mse is 0.014426  mae_t is 0.158027  sad is 0.002214  mse is 0.066341
the step is 001433  mae is 0.044216  sad is 135.831146  mse is 0.014998  mae_t is 0.269264  sad is 0.697129  mse is 0.127481
the step is 001434  mae is 0.036906  sad is 113.376312  mse is 0.011181  mae_t is 0.203501  sad is 1.423900  mse is 0.079012
the step is 001435  mae is 0.034348  sad is 105.516853  mse is 0.008912  mae_t is 0.171954  sad is 1.274523  mse is 0.057829
the step is 001436  mae is 0.045557  sad is 139.950027  mse is 0.016589  mae_t is 0.209041  sad is 5.169378  mse is 0.088778
the step is 001437  mae is 0.037065  sad is 113.862419  mse is 0.010810  mae_t is 0.180197  sad is 1.529513  mse is 0.064359
the step is 001438  mae is 0.037790  sad is 116.090698  mse is 0.011358  mae_t is 0.277059  sad is 6.195047  mse is 0.128922
the step is 001439  mae is 0.039606  sad is 121.669296  mse is 0.012418  mae_t is 0.232826  sad is 0.453780  mse is 0.085994
the step is 001440  mae is 0.040137  sad is 123.299988  mse is 0.012579  mae_t is 0.193032  sad is 2.117373  mse is 0.076494
the step is 001441  mae is 0.036576  sad is 112.360497  mse is 0.010370  mae_t is 0.183225  sad is 1.962522  mse is 0.062654
the step is 001442  mae is 0.040876  sad is 125.571495  mse is 0.012887  mae_t is 0.232486  sad is 6.510303  mse is 0.103476
the step is 001443  mae is 0.042920  sad is 131.850006  mse is 0.012911  mae_t is 0.182385  sad is 2.108012  mse is 0.062104
the step is 001444  mae is 0.038466  sad is 118.166725  mse is 0.009917  mae_t is 0.234988  sad is 4.453505  mse is 0.100073
the step is 001445  mae is 0.042782  sad is 131.426666  mse is 0.012644  mae_t is 0.227733  sad is 3.144317  mse is 0.089230
the step is 001446  mae is 0.039117  sad is 120.168686  mse is 0.010748  mae_t is 0.187140  sad is 2.302386  mse is 0.067520
the step is 001447  mae is 0.041776  sad is 128.337402  mse is 0.013537  mae_t is 0.235650  sad is 4.539089  mse is 0.106428
the step is 001448  mae is 0.044416  sad is 136.446381  mse is 0.014644  mae_t is 0.231207  sad is 4.678016  mse is 0.089686
the step is 001449  mae is 0.043020  sad is 132.158951  mse is 0.013116  mae_t is 0.241738  sad is 3.319797  mse is 0.107186
the step is 001450  mae is 0.034802  sad is 106.910843  mse is 0.009737  mae_t is 0.250000  sad is 0.923004  mse is 0.112113
the step is 001451  mae is 0.037265  sad is 114.478043  mse is 0.010942  mae_t is 0.278780  sad is 2.433191  mse is 0.140780
the step is 001452  mae is 0.041650  sad is 127.948898  mse is 0.012453  mae_t is 0.200117  sad is 2.297340  mse is 0.079928
the step is 001453  mae is 0.037060  sad is 113.847527  mse is 0.010859  mae_t is 0.199243  sad is 2.886034  mse is 0.081386
the step is 001454  mae is 0.045543  sad is 139.908554  mse is 0.015275  mae_t is 0.177640  sad is 1.021255  mse is 0.062903
the step is 001455  mae is 0.040490  sad is 124.386292  mse is 0.013093  mae_t is 0.200759  sad is 2.928478  mse is 0.076647
the step is 001456  mae is 0.036848  sad is 113.195709  mse is 0.010100  mae_t is 0.194312  sad is 1.795447  mse is 0.068115
the step is 001457  mae is 0.042497  sad is 130.551910  mse is 0.013291  mae_t is 0.200804  sad is 2.321496  mse is 0.075106
the step is 001458  mae is 0.037514  sad is 115.242874  mse is 0.009791  mae_t is 0.200270  sad is 5.807431  mse is 0.069727
the step is 001459  mae is 0.046480  sad is 142.788025  mse is 0.014357  mae_t is 0.212196  sad is 2.427951  mse is 0.083851
the step is 001460  mae is 0.046412  sad is 142.578400  mse is 0.014854  mae_t is 0.228436  sad is 0.524492  mse is 0.105413
the step is 001461  mae is 0.042739  sad is 131.295013  mse is 0.012569  mae_t is 0.236511  sad is 3.930341  mse is 0.091661
the step is 001462  mae is 0.038296  sad is 117.644821  mse is 0.010896  mae_t is 0.174442  sad is 2.867481  mse is 0.061014
the step is 001463  mae is 0.041702  sad is 128.107605  mse is 0.012672  mae_t is 0.237175  sad is 1.720709  mse is 0.096812
the step is 001464  mae is 0.039346  sad is 120.870255  mse is 0.011699  mae_t is 0.181192  sad is 2.360027  mse is 0.063825
the step is 001465  mae is 0.036633  sad is 112.536736  mse is 0.010589  mae_t is 0.200893  sad is 2.723111  mse is 0.078758
the step is 001466  mae is 0.048463  sad is 148.876938  mse is 0.017240  mae_t is 0.196220  sad is 3.648717  mse is 0.075379
the step is 001467  mae is 0.042973  sad is 132.013351  mse is 0.012860  mae_t is 0.204634  sad is 1.317230  mse is 0.070762
the step is 001468  mae is 0.040213  sad is 123.533417  mse is 0.010681  mae_t is 0.238050  sad is 3.505997  mse is 0.092353
the step is 001469  mae is 0.037349  sad is 114.737045  mse is 0.009665  mae_t is 0.193761  sad is 3.190470  mse is 0.067149
the step is 001470  mae is 0.040722  sad is 125.096771  mse is 0.012010  mae_t is 0.246713  sad is 2.783416  mse is 0.108656
the step is 001471  mae is 0.042336  sad is 130.055252  mse is 0.012311  mae_t is 0.272499  sad is 4.518856  mse is 0.132208
the step is 001472  mae is 0.042850  sad is 131.636475  mse is 0.013101  mae_t is 0.235108  sad is 3.102248  mse is 0.099644
the step is 001473  mae is 0.039527  sad is 121.426712  mse is 0.011973  mae_t is 0.219840  sad is 1.119209  mse is 0.090598
the step is 001474  mae is 0.041203  sad is 126.576591  mse is 0.014430  mae_t is 0.244976  sad is 3.266507  mse is 0.113705
the step is 001475  mae is 0.039076  sad is 120.042358  mse is 0.012139  mae_t is 0.171914  sad is 0.798027  mse is 0.063702
the step is 001476  mae is 0.041347  sad is 127.017754  mse is 0.014045  mae_t is 0.228972  sad is 4.116912  mse is 0.097746
the step is 001477  mae is 0.041431  sad is 127.276093  mse is 0.013867  mae_t is 0.270576  sad is 7.466807  mse is 0.126651
the step is 001478  mae is 0.039013  sad is 119.849174  mse is 0.011566  mae_t is 0.220443  sad is 2.494099  mse is 0.088750
the step is 001479  mae is 0.043447  sad is 133.468399  mse is 0.011901  mae_t is 0.198213  sad is 2.028510  mse is 0.066150
the step is 001480  mae is 0.037702  sad is 115.822044  mse is 0.009802  mae_t is 0.233623  sad is 2.631303  mse is 0.092707
the step is 001481  mae is 0.045896  sad is 140.991516  mse is 0.012834  mae_t is 0.288990  sad is 1.357101  mse is 0.148053
the step is 001482  mae is 0.040942  sad is 125.775208  mse is 0.012279  mae_t is 0.247611  sad is 2.365180  mse is 0.104845
the step is 001483  mae is 0.045374  sad is 139.388000  mse is 0.013977  mae_t is 0.301951  sad is 1.033582  mse is 0.141291
the step is 001484  mae is 0.041288  sad is 126.835960  mse is 0.013988  mae_t is 0.197563  sad is 0.227200  mse is 0.076090
the step is 001485  mae is 0.040302  sad is 123.808342  mse is 0.012399  mae_t is 0.200886  sad is 4.957879  mse is 0.079398
the step is 001486  mae is 0.036950  sad is 113.510468  mse is 0.010606  mae_t is 0.251580  sad is 8.992231  mse is 0.111053
the step is 001487  mae is 0.044670  sad is 137.225235  mse is 0.015299  mae_t is 0.456195  sad is 0.145075  mse is 0.337728
the step is 001488  mae is 0.035753  sad is 109.834229  mse is 0.011496  mae_t is 0.190927  sad is 2.170843  mse is 0.070356
the step is 001489  mae is 0.041671  sad is 128.012131  mse is 0.014111  mae_t is 0.323159  sad is 3.213823  mse is 0.180978
the step is 001490  mae is 0.050340  sad is 154.644424  mse is 0.019187  mae_t is 0.255743  sad is 4.524349  mse is 0.120810
the step is 001491  mae is 0.040540  sad is 124.538567  mse is 0.012342  mae_t is 0.220229  sad is 6.215295  mse is 0.087232
the step is 001492  mae is 0.036797  sad is 113.041542  mse is 0.010446  mae_t is 0.273089  sad is 0.214651  mse is 0.114449
the step is 001493  mae is 0.052707  sad is 161.916687  mse is 0.020724  mae_t is 0.382996  sad is 6.045971  mse is 0.221251
the step is 001494  mae is 0.038758  sad is 119.065331  mse is 0.010820  mae_t is 0.213543  sad is 0.866132  mse is 0.076728
the step is 001495  mae is 0.041914  sad is 128.760574  mse is 0.011203  mae_t is 0.244977  sad is 3.502680  mse is 0.090212
the step is 001496  mae is 0.044910  sad is 137.962906  mse is 0.014254  mae_t is 0.208028  sad is 3.995390  mse is 0.080976
the step is 001497  mae is 0.047437  sad is 145.726288  mse is 0.015673  mae_t is 0.297749  sad is 1.501252  mse is 0.140589
the step is 001498  mae is 0.040312  sad is 123.839523  mse is 0.011791  mae_t is 0.227390  sad is 4.975742  mse is 0.095842
the step is 001499  mae is 0.036142  sad is 111.027473  mse is 0.010112  mae_t is 0.221280  sad is 0.493457  mse is 0.091335
the step is 001500  mae is 0.036038  sad is 110.708168  mse is 0.010174  mae_t is 0.190142  sad is 3.579988  mse is 0.072219
the step is 001501  mae is 0.047902  sad is 147.154572  mse is 0.017477  mae_t is 0.250719  sad is 1.926028  mse is 0.101013
the step is 001502  mae is 0.047686  sad is 146.492432  mse is 0.018160  mae_t is 0.232401  sad is 8.086636  mse is 0.109173
the step is 001503  mae is 0.040864  sad is 125.534142  mse is 0.012550  mae_t is 0.283473  sad is 2.158934  mse is 0.143956
the step is 001504  mae is 0.041315  sad is 126.919037  mse is 0.013227  mae_t is 0.239125  sad is 4.856400  mse is 0.111337
the step is 001505  mae is 0.042879  sad is 131.723557  mse is 0.013812  mae_t is 0.241918  sad is 2.967124  mse is 0.102381
the step is 001506  mae is 0.045435  sad is 139.577164  mse is 0.016192  mae_t is 0.298792  sad is 5.363918  mse is 0.159642
the step is 001507  mae is 0.042690  sad is 131.143936  mse is 0.014685  mae_t is 0.288468  sad is 1.814758  mse is 0.135232
the step is 001508  mae is 0.047509  sad is 145.947403  mse is 0.017022  mae_t is 0.256124  sad is 4.779794  mse is 0.120760
the step is 001509  mae is 0.052390  sad is 160.941772  mse is 0.019241  mae_t is 0.256443  sad is 2.582379  mse is 0.109787
the step is 001510  mae is 0.046869  sad is 143.982758  mse is 0.016331  mae_t is 0.285483  sad is 3.436650  mse is 0.131224
the step is 001511  mae is 0.043528  sad is 133.717651  mse is 0.015513  mae_t is 0.242675  sad is 1.700429  mse is 0.108791
the step is 001512  mae is 0.047444  sad is 145.747162  mse is 0.019132  mae_t is 0.193536  sad is 0.334045  mse is 0.070623
the step is 001513  mae is 0.050403  sad is 154.836960  mse is 0.020564  mae_t is 0.206538  sad is 4.420530  mse is 0.083425
the step is 001514  mae is 0.060204  sad is 184.945251  mse is 0.027789  mae_t is 0.308146  sad is 6.451657  mse is 0.170816
the step is 001515  mae is 0.043594  sad is 133.921265  mse is 0.014248  mae_t is 0.326857  sad is 2.964598  mse is 0.208989
the step is 001516  mae is 0.051272  sad is 157.508133  mse is 0.017821  mae_t is 0.276980  sad is 3.400481  mse is 0.129001
the step is 001517  mae is 0.056357  sad is 173.127380  mse is 0.021181  mae_t is 0.375891  sad is 8.268113  mse is 0.215801
the step is 001518  mae is 0.051221  sad is 157.352203  mse is 0.017599  mae_t is 0.328804  sad is 3.635592  mse is 0.171025
the step is 001519  mae is 0.048250  sad is 148.222916  mse is 0.017004  mae_t is 0.300258  sad is 5.320868  mse is 0.153289
the step is 001520  mae is 0.047180  sad is 144.937073  mse is 0.018573  mae_t is 0.306088  sad is 3.854570  mse is 0.177872
the step is 001521  mae is 0.047678  sad is 146.467422  mse is 0.018447  mae_t is 0.233120  sad is 2.335865  mse is 0.098301
the step is 001522  mae is 0.042268  sad is 129.847504  mse is 0.015487  mae_t is 0.230666  sad is 0.298254  mse is 0.088099
the step is 001523  mae is 0.046075  sad is 141.543320  mse is 0.018527  mae_t is 0.322262  sad is 2.493342  mse is 0.181505
the step is 001524  mae is 0.040642  sad is 124.853554  mse is 0.014082  mae_t is 0.339660  sad is 3.974031  mse is 0.191882
the step is 001525  mae is 0.051631  sad is 158.609680  mse is 0.025624  mae_t is 0.281485  sad is 3.491266  mse is 0.149842
the step is 001526  mae is 0.048858  sad is 150.091675  mse is 0.022073  mae_t is 0.310652  sad is 3.509748  mse is 0.171307
the step is 001527  mae is 0.046644  sad is 143.291275  mse is 0.019374  mae_t is 0.232666  sad is 1.469059  mse is 0.107448
the step is 001528  mae is 0.049264  sad is 151.339203  mse is 0.020096  mae_t is 0.300188  sad is 4.495013  mse is 0.164264
the step is 001529  mae is 0.055914  sad is 171.766830  mse is 0.025484  mae_t is 0.319265  sad is 7.627241  mse is 0.194148
the step is 001530  mae is 0.075717  sad is 232.602661  mse is 0.048693  mae_t is 0.386627  sad is 10.152043  mse is 0.274006
the step is 001531  mae is 0.106859  sad is 328.271606  mse is 0.077389  mae_t is 0.535797  sad is 6.232934  mse is 0.412472
the step is 001532  mae is 0.074276  sad is 228.175980  mse is 0.038622  mae_t is 0.467677  sad is 3.654434  mse is 0.364615
the step is 001533  mae is 0.068243  sad is 209.643188  mse is 0.035264  mae_t is 0.410072  sad is 3.005832  mse is 0.256554
the step is 001534  mae is 0.052372  sad is 160.886414  mse is 0.021349  mae_t is 0.438237  sad is 0.926875  mse is 0.297705
the step is 001535  mae is 0.057760  sad is 177.438629  mse is 0.025926  mae_t is 0.392687  sad is 3.265589  mse is 0.241778
the step is 001536  mae is 0.053867  sad is 165.478333  mse is 0.022524  mae_t is 0.353594  sad is 8.887237  mse is 0.208888
the step is 001537  mae is 0.050933  sad is 156.465958  mse is 0.020285  mae_t is 0.395320  sad is 2.413826  mse is 0.241285
the step is 001538  mae is 0.050337  sad is 154.635635  mse is 0.018694  mae_t is 0.291201  sad is 3.856956  mse is 0.118652
the step is 001539  mae is 0.059934  sad is 184.117828  mse is 0.028116  mae_t is 0.387555  sad is 3.876325  mse is 0.227672
the step is 001540  mae is 0.053077  sad is 163.052460  mse is 0.023602  mae_t is 0.296366  sad is 2.229860  mse is 0.185456
the step is 001541  mae is 0.051090  sad is 156.949341  mse is 0.020400  mae_t is 0.300934  sad is 4.321422  mse is 0.131233
the step is 001542  mae is 0.045961  sad is 141.192734  mse is 0.015800  mae_t is 0.289602  sad is 7.389484  mse is 0.140157
the step is 001543  mae is 0.061825  sad is 189.925461  mse is 0.028798  mae_t is 0.401200  sad is 7.332330  mse is 0.257216
the step is 001544  mae is 0.049086  sad is 150.791397  mse is 0.018323  mae_t is 0.304610  sad is 2.412819  mse is 0.139723
the step is 001545  mae is 0.056210  sad is 172.678024  mse is 0.024543  mae_t is 0.228986  sad is 5.497260  mse is 0.092870
the step is 001546  mae is 0.044427  sad is 136.478683  mse is 0.015152  mae_t is 0.284762  sad is 3.767685  mse is 0.126485
the step is 001547  mae is 0.045147  sad is 138.692535  mse is 0.015734  mae_t is 0.295451  sad is 10.317456  mse is 0.137351
the step is 001548  mae is 0.045092  sad is 138.523575  mse is 0.015280  mae_t is 0.233006  sad is 5.252187  mse is 0.096658
the step is 001549  mae is 0.043406  sad is 133.342957  mse is 0.014883  mae_t is 0.339914  sad is 1.573804  mse is 0.173421
the step is 001550  mae is 0.055519  sad is 170.555618  mse is 0.023399  mae_t is 0.381337  sad is 5.260550  mse is 0.237105
the step is 001551  mae is 0.044796  sad is 137.613586  mse is 0.015232  mae_t is 0.244315  sad is 3.698446  mse is 0.101739
the step is 001552  mae is 0.051532  sad is 158.305237  mse is 0.020258  mae_t is 0.207817  sad is 0.771626  mse is 0.080503
the step is 001553  mae is 0.052628  sad is 161.671844  mse is 0.022892  mae_t is 0.394663  sad is 5.783786  mse is 0.255412
the step is 001554  mae is 0.053242  sad is 163.560608  mse is 0.021801  mae_t is 0.404698  sad is 10.320609  mse is 0.222149
the step is 001555  mae is 0.052582  sad is 161.531693  mse is 0.020460  mae_t is 0.349466  sad is 2.845354  mse is 0.214415
the step is 001556  mae is 0.052936  sad is 162.619354  mse is 0.018993  mae_t is 0.267412  sad is 7.219338  mse is 0.118489
the step is 001557  mae is 0.050358  sad is 154.699158  mse is 0.019445  mae_t is 0.353787  sad is 5.806009  mse is 0.205551
the step is 001558  mae is 0.050616  sad is 155.491074  mse is 0.019520  mae_t is 0.285441  sad is 8.124508  mse is 0.144473
the step is 001559  mae is 0.060245  sad is 185.071732  mse is 0.026750  mae_t is 0.334119  sad is 5.106009  mse is 0.184480
